货号,款号,库存,产品线,款式分类,主石重,主石颜色,主石净度,主石切工,主石,主石粒数,主石规格,主石形状,副石1,副石1粒数,副石1重,指圈,主成色,主成色重,成本价
1201006941,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006942,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006953,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201006962,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006963,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006964,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006965,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006966,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006968,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006970,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006971,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201006974,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201006977,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201006978,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201006987,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201006988,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006989,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006990,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006991,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006992,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006993,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006995,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007006,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007007,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007011,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007023,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007028,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007029,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007045,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007054,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007057,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007058,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007059,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007060,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007061,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007062,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007063,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201007080,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201007173,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007174,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007175,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007176,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007177,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007178,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007179,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007180,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007181,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201007182,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1203028739,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,8,S925,0,26.78
1203028740,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1203028741,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028742,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028743,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028749,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1203028752,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1203028753,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1203028757,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1205054351,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1205054352,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1205054354,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1205054355,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1205054365,KLRW012293,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,6,S925,0,26.78
1108017420,KLRW012294,返厂中,其他饰品,女戒,0,,,,,,,,,,0,,S925,0,29.83
1108017449,KLRW012294,返厂中,其他饰品,女戒,0,,,,,,,,,,0,,S925,0,29.83
1108017454,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,29.83
1109012971,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,30.44
1109012972,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,30.44
1109012973,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,30.44
1109012975,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,30.44
1109012977,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,30.44
1109012979,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,30.44
1109012983,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,30.44
1109012984,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,30.44
1109012987,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,18,S925,0,30.44
1201004186,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1201004213,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004236,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004271,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004285,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004286,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004287,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004288,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004298,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004301,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004303,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004305,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004307,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1201004327,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1201004329,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004334,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004335,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004336,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004337,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004338,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004339,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004341,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004342,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004343,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004344,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004345,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004350,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004352,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004363,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004364,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004365,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004366,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004367,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004369,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004370,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004371,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004372,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004373,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004374,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004375,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004376,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004377,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004378,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004379,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004380,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004381,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004382,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004383,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004384,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004385,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004386,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004387,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004388,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004389,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004390,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004391,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004392,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004393,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004394,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004395,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004396,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004397,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004398,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004399,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004400,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004401,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004402,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004403,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004404,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004405,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004406,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004407,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004408,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004418,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004419,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004420,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004421,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004423,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004424,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004425,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004426,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004427,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004428,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004429,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004430,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004431,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004432,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004716,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004717,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004718,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004719,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1201004720,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201004721,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201004722,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006817,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,18,S925,0,26.78
1201006836,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006840,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006841,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006842,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006854,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006868,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1201006890,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,16,S925,0,26.78
1201006891,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,16,S925,0,26.78
1201006980,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201006983,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201007047,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,26.78
1201007048,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1201007065,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1203014913,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1203028756,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1203028796,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,7,S925,0,26.78
1203028797,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,8,S925,0,26.78
1203028798,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,8,S925,0,26.78
1203028799,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1203028800,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028801,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028802,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028805,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028817,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1203028820,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1203028821,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1203028822,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1203028826,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1203028827,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1203028828,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1203028829,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1203028830,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,10,S925,0,26.78
1203028832,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054247,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,19,S925,0,26.78
1205054248,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054249,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054251,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,18,S925,0,26.78
1205054253,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1205054254,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054256,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054257,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1205054258,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,12,S925,0,26.78
1205054259,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054261,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054262,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1205054263,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1205054265,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1205054266,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1205054267,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054269,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054270,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054271,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,26.78
1205054272,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,26.78
1205054273,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1205054276,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054279,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1205054280,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054285,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054289,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,18,S925,0,26.78
1205054290,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,16,S925,0,26.78
1205054293,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,11,S925,0,26.78
1205054294,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,17,S925,0,26.78
1205054296,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,16,S925,0,26.78
1205054298,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054299,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054302,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054308,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,16,S925,0,26.78
1205054310,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,18,S925,0,26.78
1205054311,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,19,S925,0,26.78
1205054313,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054315,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054317,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1205054318,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,18,S925,0,26.78
1205054320,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,16,S925,0,26.78
1205054321,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,7,S925,0,26.78
1205054323,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054325,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1205054328,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,7,S925,0,26.78
1205054334,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,13,S925,0,26.78
1205054336,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,15,S925,0,26.78
1205054338,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,9,S925,0,26.78
1205054340,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054343,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054344,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,14,S925,0,26.78
1205054347,KLRW012294,返厂中,其他饰品,女戒,0,,,,,0,,,,0,0,18,S925,0,26.78
1204022350,KLRW012553,返厂中,钻石饰品,情侣戒,0.07,,,,钻石,1,,,钻石,12,0.035,12.5,PT950,2.53,1496
1204021091,KLRW012601,返厂中,钻石饰品,女戒,0.3,,,,,0,,,,0,0,13,PT950,4.081,1578.81
1205000861,KLRW012601,返厂中,钻石饰品,女戒,0.3,,,,,0,,,,0,0,12,18K白金,2.843,882.52
1205049878,KLRW012601,返厂中,钻石饰品,女戒,0.4,,,,,,,,,0,0,13,18K白金,2.741,844.16
1402123802,KLRW012728,返厂中,钻石饰品,情侣戒,0.067,,,,钻石,1,,,,,0,16,18K白金,2.65,974.71
1203020237,KLRW012779,返厂中,其他饰品,女戒,0,,,,碧玺,0,,,,0,0,15,S925,0,113.16
1203020240,KLRW012779,返厂中,其他饰品,女戒,0,,,,碧玺,0,,,,0,0,14,S925,0,113.16
